"GPOName;""SettingCategory"";""SettingPath"";""SettingName"";""SettingStatus"";""Type"";""Statement"";""Value"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Enforce drive encryption type on operating system drives"";""Enabled"";""DropDownList"";""Select the encryption type:"";""Used Space Only encryption"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Require additional authentication at startup"";""Enabled"";""Checkbox"";""Allow BitLocker without a compatible TPM (requires a password or a startup key on a USB flash drive)"";""Enabled"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Require additional authentication at startup"";""Enabled"";""DropDownList"";""Configure TPM startup:"";""Do not allow TPM"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Require additional authentication at startup"";""Enabled"";""DropDownList"";""Configure TPM startup PIN:"";""Require startup PIN with TPM"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Require additional authentication at startup"";""Enabled"";""DropDownList"";""Configure TPM startup key:"";""Do not allow startup key with TPM"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Require additional authentication at startup"";""Enabled"";""DropDownList"";""Configure TPM startup key and PIN:"";""Do not allow startup key and PIN with TPM"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Removable Data Drives"";""Control use of BitLocker on removable drives"";""Enabled"";""Checkbox"";""Allow users to apply BitLocker protection on removable data drives"";""Disabled"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Removable Data Drives"";""Control use of BitLocker on removable drives"";""Enabled"";""Checkbox"";""Allow users to suspend and decrypt BitLocker protection on removable data drives"";""Disabled"""
"HAD-BloodHound-Mitigation;""Registry Settings"";""SYSTEM\CurrentControlSet\Services\LanmanServer\DefaultSecurity"";""SrvsvcSessionInfo"";;""REG_BINARY"";;""010004801400000020000000000000002C00000001010000000000051200000001010000000000051200000002008C00060000000000140001000000010100000000000503000000000014000100000001010000000000050400000000001400010000000101000000000005060000000000180013000F00010200000000000520000000200200000000180013000F00010200000000000520000000230200000000180013000F0001020000000000052000000025020000"""
"HAD-Camera-on-lockon-Disabled;""Administrative Templates"";""Control Panel/Personalization"";""Prevent enabling lock screen camera"";""Enabled"";;;"
"HAD-DCLocaltor-Configuration;""Administrative Templates"";""System/Net Logon/DC Locator DNS Records"";""Specify DC Locator DNS records not registered by the DCs"";""Enabled"";;;"
"HAD-DistributedFileSystem-Disabled;""System Services"";;""Dfs"";""Disabled"";;;"
"HAD-FIPS-Enabled;""Security Option"";""Reg Path: MACHINE\System\CurrentControlSet\Control\Lsa\FIPSAlgorithmPolicy\Enabled"";""System cryptography: Use FIPS compliant algorithms for encryption"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DefaultInboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\domainfw.log"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogFileSize"";""32767"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DefaultInboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\privatefwl.log"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DefaultInboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\publicfw.log"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log dropped packets"";""Enabled"""
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log successful connections"";""Enabled"""
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Numeric"";;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit notifications"";""Enabled"";;;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit unicast response to multicast or broadcast requests"";""Disabled"";;;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Protect all network connections"";""Enabled"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DefaultInboundAction"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\pfirewall.log"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogFileSize"";""32767"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DefaultInboundAction"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\pfirewall.log"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DefaultInboundAction"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\pfirewall.log"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log dropped packets"";""Enabled"""
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log successful connections"";""Enabled"""
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Numeric"";;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit notifications"";""Enabled"";;;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit unicast response to multicast or broadcast requests"";""Disabled"";;;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Protect all network connections"";""Enabled"";;;"
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Configure registry policy processing"";""Enabled"";""Checkbox"";""Do not apply during periodic background processing"";""Disabled"""
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Configure registry policy processing"";""Enabled"";""Checkbox"";""Process even if the Group Policy objects have not changed"";""Enabled"""
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Set Group Policy refresh interval for computers"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Set Group Policy refresh interval for computers"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-IPv6-Disabled;""Registry Settings"";""SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters"";""DisabledComponents"";;""REG_DWORD"";;""000000FF"""
